term,tag,value
аэродромный,NEUT,0.06
аэрозоль,NEUT,0.02
аэрозольный,NEUT,0.0
аэроклуб,NEUT,0.29
аэромобиль,NEUT,0.28
аэронавигационный,NEUT,0.08
аэроплан,NEUT,0.15
аэропорт,NEUT,0.1
аэрофлот,NEUT,0.15
аэрофотосъёмка,NEUT,0.03
баба,NGTV,-0.58
баба-яга,NGTV,-0.93
бабай,NGTV,-1.0
бабахать,NGTV,-0.4
бабахнуть,NGTV,-0.45
бабий,NGTV,-0.37
бабища,NGTV,-0.85
бабка,NEUT,-0.3
бабло,NEUT,0.37
бабник,NGTV,-1.0
бабочка,PSTV,0.65
бабуин,NEUT,0.0
бабулька,PSTV,0.63
бабуля,PSTV,0.97
бабуся,PSTV,0.93
бабушка,PSTV,0.97
бабушкин,NEUT,0.22
бабёнка,NGTV,-0.4
баварский,NEUT,0.03
баг,NGTV,-0.9
багаж,NEUT,0.0
багажник,NEUT,0.02
багажный,NEUT,0.0
багет,NEUT,0.35
багроветь,NEUT,-0.32
багровость,NEUT,0.0
багровый,NEUT,0.27
багрянец,NEUT,0.09
багряница,NEUT,0.05
багряный,NEUT,0.0
бадминтон,NEUT,0.33
база,NEUT,0.02
базальт,NEUT,0.0
базар,NEUT,0.05
базарный,NEUT,-0.3
базарчик,NEUT,-0.25
базирование,NEUT,0.0
базировать,NEUT,0.07
базироваться,NEUT,0.01
базовый,NEUT,0.22
базука,NGTV,-0.44
байдарка,NEUT,0.26
байк,NEUT,0.05
байкальский,NEUT,0.01
байкер,NEUT,-0.12
байкерша,NEUT,0.09
бакалавриат,NEUT,0.35
бакалейщик,NEUT,0.17
бакалея,NEUT,0.4
бакенбарды,NEUT,0.0
баклажан,NEUT,0.13
баклажанный,NEUT,0.0
баклажка,NEUT,-0.08
баклан,NGTV,-0.38
баклуша,NGTV,-0.45
баклушничать,NGTV,-1.0
бакс,NEUT,0.17
бактериальный,NEUT,-0.28
бактериолог,NEUT,0.45
бактериологический,NEUT,0.16
бактериология,NEUT,0.21
бактерицидный,NEUT,0.49
бактерия,NEUT,-0.01
бал,NEUT,0.53
бал-маскарад,PSTV,0.87
балабол,NGTV,-0.92
балаболить,NGTV,-0.61
балаболка,NGTV,-1.0
балаган,NGTV,-0.91
балаганный,NGTV,-0.8
балаганчик,NEUT,-0.3
балаганщик,NGTV,-0.72
балагурство,NGTV,-0.47
балакать,NEUT,-0.15
балалаечник,NEUT,0.29
балалайка,NEUT,0.41
баламут,NGTV,-0.75
баламутить,NGTV,-0.91
баланс,NEUT,0.12
балансир,NEUT,0.1
балансирование,NEUT,0.31
балансировать,NEUT,0.42
балансировка,NEUT,0.49
балансовый,NEUT,0.08
балахон,NEUT,0.11
балбес,NGTV,-1.0
балда,NGTV,-0.95
балдёж,PSTV,1.0
балерина,NEUT,0.54
балеринка,NEUT,0.53
балерун,NEUT,0.22
балет,PSTV,0.61
балетный,NEUT,0.38
балкон,NEUT,0.0
балконный,NEUT,0.03
балкончик,NEUT,0.35
балл,NEUT,0.41
баллада,NEUT,0.45
балласт,NEUT,-0.3
балластный,NGTV,-0.41
баллон,NEUT,0.0
баллонный,NEUT,0.05
баллончик,NEUT,0.0
баллотироваться,NEUT,0.19
баловать,NEUT,0.28
баловаться,NGTV,-0.37
баловник,NGTV,-0.44
баловница,NEUT,-0.32
баловство,NGTV,-0.67
балтиец,NEUT,0.0
бальзаковский,NEUT,0.1
бальзамирование,NEUT,0.0
бальзамировать,NEUT,0.0
бальзамировщик,NEUT,0.0
бальный,NEUT,0.1
бамбук,NEUT,0.37
бамбуковый,NEUT,0.21
бампер,NEUT,0.02
бан,NGTV,-1.0
банальность,NGTV,-0.46
банальный,NGTV,-0.43
банальщина,NGTV,-0.81
банан,NEUT,0.4
банановый,NEUT,0.33
банда,NGTV,-0.82
бандаж,NEUT,0.27
бандана,NEUT,0.0
бандероль,NEUT,0.0
бандит,NGTV,-1.0
бандитизм,NGTV,-1.0
бандитка,NGTV,-1.0
бандитский,NGTV,-0.98
бандюга,NGTV,-1.0
бандюган,NGTV,-1.0
банить,NGTV,-1.0
банк,NEUT,0.19
банкет,PSTV,0.55
банкетка,NEUT,0.0
банкетный,NEUT,0.38
банкир,NEUT,0.13
банкирский,NEUT,0.0
банкирша,NEUT,0.16
банковский,NEUT,0.02
банковый,NEUT,0.02
банкомат,NEUT,0.0
банкрот,NGTV,-1.0
банкротство,NGTV,-1.0
баннер,NEUT,0.0
банник,NEUT,0.02
банный,NEUT,0.02
баночка,NEUT,0.28
бант,NEUT,0.06
бантик,PSTV,0.55
банщик,NEUT,0.13
банька,PSTV,0.9
баобаб,NEUT,0.04
барабан,NEUT,0.22
барабанить,NEUT,-0.1
барабанный,NEUT,0.0
барабанчик,NEUT,0.24
барабанщик,NEUT,0.3
барабанщица,NEUT,0.17
барак,NGTV,-0.36
баран,NEUT,-0.21
бараний,NEUT,0.0
баранина,NEUT,0.36
баранчик,NEUT,0.44
барахлить,NGTV,-1.0
барахлишко,NEUT,-0.3
барахло,NGTV,-0.68
барахолка,NEUT,-0.3
барахольщик,NGTV,-0.48
барахтанье,NEUT,-0.27
барахтаться,NEUT,-0.23
барашек,PSTV,0.7
барбарис,NEUT,0.46
барбекю,NEUT,0.48
барбос,NEUT,0.28
бард,NEUT,0.35
бардак,NGTV,-1.0
бардачок,NEUT,0.19
бардовый,NEUT,0.09
барельеф,NEUT,0.07
баржа,NEUT,0.0
барий,NEUT,0.0
барин,NEUT,0.05
бариста,NEUT,0.35
баритон,NEUT,0.02
баритональный,NEUT,0.0
бармен,NEUT,0.26
барменша,NEUT,0.0
барокко,NEUT,0.15
барометр,NEUT,0.1
барон,NEUT,0.02
баронесса,NEUT,0.1
баронский,NEUT,0.16
баррикада,NEUT,-0.21
баррикадировать,NEUT,-0.26
баррикадный,NEUT,-0.13
барс,NEUT,0.23
барский,NEUT,0.35
барсук,NEUT,0.36
барсучий,NEUT,0.0
барсучиха,NEUT,0.08
бартер,NEUT,0.03
бархат,NEUT,0.46
бархатистость,PSTV,0.74
бархатистый,PSTV,0.7
бархатность,PSTV,0.62
бархатный,PSTV,0.69
бархотка,NEUT,0.39
барыга,NGTV,-1.0
барыня,NEUT,0.03
барышнический,NGTV,-0.48
барышня,NEUT,0.49
барьер,NEUT,-0.12
барьерный,NEUT,-0.01
барьерчик,NEUT,0.08
бас,NEUT,0.04
бас-гитара,NEUT,0.44
бас-гитарист,NEUT,0.36
басистый,NEUT,0.09
баскетбол,NEUT,0.53
баскетболист,NEUT,0.46
баскетболистка,NEUT,0.37
баскетбольный,NEUT,0.21
басмач,NGTV,-0.56
баснописец,NEUT,0.44
баснословный,NEUT,0.42
баснь,NEUT,0.51
басня,NEUT,0.46
басовитый,NEUT,-0.1
бассейн,NEUT,0.37
бастион,NEUT,0.0
бастовать,NGTV,-0.76
бастующий,NGTV,-0.73
басурманин,NGTV,-0.72
баталия,NGTV,-0.64
батальон,NEUT,0.14
батарейка,NEUT,0.03
батарейный,NEUT,0.01
батарея,NEUT,0.17
батенька,PSTV,0.93
батискаф,NEUT,0.09
батон,NEUT,0.33
батончик,NEUT,0.4
батрачить,NGTV,-0.83
баттерфляй,NEUT,0.49
батут,NEUT,0.47
батько,PSTV,0.61
батюшка,PSTV,0.85
батя,PSTV,0.66
баул,NEUT,0.0
бахать,NGTV,-0.44
бахила,NEUT,0.0
бахнуть,NGTV,-0.55
бахрома,NEUT,0.1
бахромчатый,NEUT,0.0
бацилла,NGTV,-1.0
бачок,NEUT,0.0
башенка,NEUT,0.36
башенный,NEUT,0.01
башка,NGTV,-0.65
башкир,NEUT,0.19
башкирский,NEUT,0.04
башковитость,PSTV,1.0
башковитый,PSTV,1.0
башмак,NEUT,0.16
башмачник,NEUT,0.31
башмачок,NEUT,0.38
башня,NEUT,0.07
баюкать,PSTV,1.0
баянист,NEUT,0.08
бдение,NEUT,0.13
бдеть,NEUT,0.32
бдительность,PSTV,0.84
бдительный,PSTV,0.87
бе,NGTV,-0.79
бег,NEUT,0.39
беганье,NEUT,0.17
бегать,NEUT,0.19
бегемот,NEUT,0.18
бегемотик,PSTV,0.91
беглец,NGTV,-0.66
беглость,NEUT,-0.31
беглянка,NGTV,-0.5
беговой,NEUT,0.01
беготня,NEUT,-0.3
бегство,NGTV,-0.47
бегун,NEUT,0.26
бегунок,NEUT,0.03
бегунья,NEUT,0.19
бегучий,NEUT,0.06
беда,NGTV,-1.0
беджик,NEUT,0.0
бедлам,NGTV,-0.9
беднейший,NGTV,-1.0
бедненький,NGTV,-0.66
беднеть,NGTV,-1.0
бедность,NGTV,-1.0
беднота,NGTV,-0.93
бедный,NGTV,-0.88
бедняга,NGTV,-0.71
бедняжка,NGTV,-0.43
бедняк,NGTV,-0.78
бедняцкий,NGTV,-0.75
бедокурить,NGTV,-1.0
бедолага,NGTV,-0.62
бедренный,NEUT,0.0
бедро,NEUT,0.0
бедственный,NGTV,-0.9
бедствие,NGTV,-1.0
бедствовать,NGTV,-1.0
бедуин,NEUT,0.01
бедуинский,NEUT,-0.07
бежать,NEUT,0.19
бежевый,NEUT,0.18
беженец,NGTV,-0.56
беженка,NGTV,-0.36
безаварийный,PSTV,0.92
безадресно,NEUT,0.0
безалаберность,NGTV,-1.0
безалаберный,NGTV,-1.0
безалкогольный,NEUT,0.44
безальтернативность,NGTV,-0.68
безапелляционный,NGTV,-0.35
безбашенность,NGTV,-0.68
безбедный,PSTV,0.97
безбилетник,NGTV,-0.99
безбилетница,NGTV,-1.0
безбилетный,NGTV,-0.75
безбожие,NGTV,-0.68
безбожник,NGTV,-0.88
безбожный,NGTV,-0.88
безболезненность,PSTV,0.74
безболезненный,PSTV,0.89
безбородый,NEUT,0.0
безбоязненность,PSTV,0.83
безбоязненный,PSTV,0.65
безбрачие,NEUT,-0.19
безбрачный,NEUT,-0.03
безбрежность,NGTV,-0.57
безбрежный,NEUT,-0.18
безбровый,NEUT,-0.21
безверие,NGTV,-0.52
безвестность,NGTV,-0.55
безвестный,NGTV,-0.4
безветренный,NEUT,0.19
безветрие,NEUT,0.14
безвизовый,NEUT,0.37
безвинность,PSTV,0.7
безвинный,PSTV,0.74
безвкусие,NGTV,-0.78
безвкусица,NGTV,-1.0
безвкусный,NGTV,-0.52
безвластие,NGTV,-0.86
безводный,NEUT,-0.31
безвозбранность,NGTV,-0.35
безвозвратность,NGTV,-0.59
безвозвратный,NGTV,-0.66
безвоздушный,NEUT,-0.06
безвозмездный,PSTV,0.78
безволие,NGTV,-1.0
безволосый,NEUT,-0.31
безвольность,NGTV,-0.94
безвольный,NGTV,-0.93
безвредность,PSTV,0.72
безвредный,PSTV,0.96
безвременность,NEUT,-0.22
безвременный,NEUT,-0.01
безвылазный,NGTV,-0.36
безвыходность,NGTV,-1.0
безвыходный,NGTV,-0.89
безглавый,NGTV,-0.72
безглазый,NGTV,-0.82
безгласность,NEUT,-0.31
безгласный,NGTV,-0.39
безголовость,NGTV,-1.0
безголовый,NGTV,-1.0
безголосый,NGTV,-0.72
безграмотность,NGTV,-1.0
безграмотный,NGTV,-1.0
безграничность,NEUT,0.45
безграничный,NEUT,0.1
безгреховный,PSTV,0.95
безгрешность,PSTV,1.0
безгрешный,PSTV,0.99
бездарность,NGTV,-1.0
бездарный,NGTV,-1.0
бездарь,NGTV,-1.0
бездействие,NGTV,-0.63
бездействовать,NGTV,-0.66
безделица,NGTV,-0.74
безделка,NGTV,-0.56
безделушка,NEUT,0.0
безделье,NGTV,-0.8
бездельник,NGTV,-1.0
бездельница,NGTV,-0.91
бездельничать,NGTV,-0.93
бездельный,NGTV,-0.92
безденежный,NGTV,-1.0
безденежье,NGTV,-1.0
бездетность,NGTV,-0.57
бездетный,NGTV,-0.47
бездефицитный,PSTV,0.72
бездеятельность,NGTV,-0.98
бездеятельный,NGTV,-1.0
бездна,NGTV,-0.45
бездождье,NGTV,-0.52
бездоказательность,NGTV,-0.39
бездоказательный,NGTV,-0.47
бездомность,NGTV,-0.83
бездомный,NGTV,-0.81
бездонность,NEUT,-0.02
бездонный,NEUT,0.0
бездорожный,NGTV,-0.48
бездорожье,NGTV,-0.78
бездумность,NGTV,-1.0
бездумный,NGTV,-0.88
бездумье,NGTV,-0.5
бездуховность,NGTV,-0.9
бездушие,NGTV,-0.91
бездушность,NGTV,-1.0
бездушный,NGTV,-1.0
бездымный,NEUT,0.15
бездыханный,NGTV,-1.0
безе,NEUT,0.38
безжалостность,NGTV,-1.0
безжалостный,NGTV,-1.0
безжизненность,NGTV,-0.9
безжизненный,NGTV,-0.95
беззаботность,NEUT,0.34
беззаботный,NEUT,0.34
беззаветный,NEUT,0.32
беззаконие,NGTV,-1.0
беззаконник,NGTV,-1.0
беззаконность,NGTV,-0.95
беззаконный,NGTV,-1.0
беззастенчивость,NGTV,-0.43
беззастенчивый,NEUT,-0.34
беззащитность,NGTV,-0.76
беззащитный,NGTV,-0.47
беззвучие,NEUT,-0.08
беззвучность,NEUT,0.0
беззвучный,NEUT,0.0
беззвёздный,NEUT,0.1
безземельный,NGTV,-0.42
беззлобность,PSTV,0.93
беззлобный,PSTV,0.65
беззубый,NGTV,-0.72
безликий,NEUT,-0.32
безликость,NGTV,-0.46
безлистный,NEUT,-0.2
безличие,NEUT,-0.16
безличность,NGTV,-0.48
безличный,NEUT,-0.12
безлошадный,NEUT,-0.3
безлунный,NEUT,0.0
безлюдность,NGTV,-0.38
безлюдный,NEUT,-0.28
безлюдье,NEUT,-0.3
безмерность,NEUT,0.14
безмерный,NEUT,0.04
безмозглость,NGTV,-1.0
безмозглый,NGTV,-1.0
безмолвие,NEUT,0.0
безмолвный,NEUT,0.0
безмолвствовать,NEUT,-0.07
безморозный,NEUT,0.23
безмятежность,NEUT,0.47
безмятежный,PSTV,0.55
безнадзорность,NGTV,-1.0
безнадзорный,NGTV,-0.97
безнадёга,NGTV,-1.0
безнадёжность,NGTV,-1.0
безнадёжный,NGTV,-1.0
безнаказанность,NGTV,-1.0
безнаказанный,NGTV,-0.95
безнал,NEUT,0.0
безналичный,NEUT,-0.13
безначалие,NGTV,-0.47
безногий,NGTV,-0.92
безносый,NGTV,-0.4
безнравственность,NGTV,-1.0
безнравственный,NGTV,-1.0
безобидность,PSTV,0.77
безобидный,PSTV,0.64
безоблачность,PSTV,0.61
безоблачный,NEUT,0.54
безобразие,NGTV,-1.0
безобразить,NGTV,-1.0
безобразник,NGTV,-1.0
безобразница,NGTV,-0.91
безобразничать,NGTV,-1.0
безобразность,NGTV,-1.0
безобразный,NGTV,-1.0
безоглядный,NEUT,-0.13
безоговорочный,NEUT,0.33
безоконный,NGTV,-0.41
безопасность,PSTV,1.0
безопасный,PSTV,1.0
безоружность,NEUT,-0.2
безоружный,NEUT,0.24
безосновательность,NGTV,-0.92
безосновательный,NGTV,-0.65
безостановочный,NEUT,0.0
безответность,NGTV,-0.92
безответный,NGTV,-0.6
безответственность,NGTV,-1.0
безответственный,NGTV,-1.0
безотказность,NEUT,-0.28
безотказный,NEUT,0.43
безоткатный,NEUT,0.37
